84	0032-04-06 00:00:00.0000000	2015-09-23 00:00:00.0000000	2018-09-23 14:57:03.7130000		Only exact, today.		99.848940307990	4738			WhatSaithTheScripture.com/Voice/The.Coming.Prince.html
57	1776-07-04 00:00:00.0000000	2010-01-25 00:00:00.0000000	2018-06-21 17:25:57.8430000		Part of us. How much time, do they need, to be part of us?		96.527298444130	2664			
291	1790-07-09 00:00:00.0000000	1905-05-15 00:00:00.0000000	2020-02-13 11:22:08.4633333				50.020868362370		127556		en.wikipedia.org/wiki/Las_Vegas
337	1804-12-21 00:00:00.0000000	1881-04-19 00:00:00.0000000	2020-03-31 21:33:45.1066667				35.455562903800	3700	128642		en.wikipedia.org/wiki/Benjamin_Disraeli
95	1858-02-11 00:00:00.0000000	2003-05-04 00:00:00.0000000	2018-10-03 23:55:48.4600000		I don't know, what plan You have for me; but You have been steady on Your behalf, this is me, entirely You. I recall, I didn't purchase milk from Albertsons. Post-dated: Kunle Aladesuiyi had motor vehicle accident, and I escaped.		90.402740613229	23			en.wikipedia.org/wiki/Our_Lady_of_Lourdes
94	1858-02-11 00:00:00.0000000	2011-01-09 00:00:00.0000000	2018-10-03 23:55:48.4600000		I don't know, what plan You have for me; but You have been steady on Your behalf, this is me, entirely You. I recall, I didn't purchase milk from Albertsons. Post-dated: Kunle Aladesuiyi had motor vehicle accident, and I escaped.		95.186883234196	23			en.wikipedia.org/wiki/Our_Lady_of_Lourdes
92	1858-07-16 00:00:00.0000000	2003-05-04 00:00:00.0000000	2018-10-03 23:55:48.4600000		I don't know, what plan You have for me; but You have been steady on Your behalf, this is me, entirely You. I recall, I didn't purchase milk from Albertsons. Post-dated: Kunle Aladesuiyi had motor vehicle accident, and I escaped.		90.377319799036	23			en.wikipedia.org/wiki/Our_Lady_of_Lourdes
93	1858-07-16 00:00:00.0000000	2011-01-09 00:00:00.0000000	2018-10-03 23:55:48.4600000		I don't know, what plan You have for me; but You have been steady on Your behalf, this is me, entirely You. I recall, I didn't purchase milk from Albertsons. Post-dated: Kunle Aladesuiyi had motor vehicle accident, and I escaped.		95.174134454355	23			en.wikipedia.org/wiki/Our_Lady_of_Lourdes
349	1859-10-09 00:00:00.0000000	1935-07-12 00:00:00.0000000	2020-04-09 08:17:39.6133333				47.199003786974	3527	128774		en.wikipedia.org/wiki/Alfred_Dreyfus
154	1861-04-12 00:00:00.0000000	1865-05-09 00:00:00.0000000	2010-01-25 00:00:00.0000000				2.738112763138	2664			en.wikipedia.org/wiki/American_Civil_War
153	1861-04-12 00:00:00.0000000	1865-05-09 00:00:00.0000000	2019-03-26 12:16:24.8133333				2.579258463191	2664	121280		en.wikipedia.org/wiki/American_Civil_War
155	1865-12-30 00:00:00.0000000	1936-01-18 00:00:00.0000000	2019-03-28 22:40:42.8066667				45.711988565302	3585	121318		en.wikipedia.org/wiki/Rudyard_Kipling

96	1867-10-15 00:00:00.0000000	1980-08-07 00:00:00.0000000	2018-10-04 12:03:46.6470000		2018-10-04 Se ori de be? DId you see it there? The previous school to the East may turn to the residential area.		74.724796430967	4852			
338	1871-03-06 00:00:00.0000000	1947-05-02 00:00:00.0000000	2020-04-01 04:23:50.7166667				51.085439318248			5331	en.wikipedia.org/wiki/House_of_Peers_(Japan)
118	1886-10-28 00:00:00.0000000	2010-01-25 00:00:00.0000000	2018-12-22 23:20:23.7733333		One for use.		93.260405660181	2664			en.wikipedia.org/wiki/Statue_of_Liberty
243	1901-12-23 00:00:00.0000000	1959-06-01 00:00:00.0000000	2019-12-19 15:44:16.3766667				48.680821441002		126753		en.wikipedia.org/wiki/Immigration_Restriction_Act_1901
66	1908-07-26 00:00:00.0000000	1947-09-18 00:00:00.0000000	2018-07-02 19:03:56.2100000		It all build us; if we are internal.		35.608796353946				en.wikipedia.org/wiki/Federal_Bureau_of_Investigation
296	1915-01-01 00:00:00.0000000	1959-01-01 00:00:00.0000000	2020-03-02 12:05:19.6300000				41.838487972508		127864		
274	1923-08-01 00:00:00.0000000	2016-09-28 00:00:00.0000000	2020-02-01 18:38:04.2966667				96.535973672265	7474	127366		en.wikipedia.org/wiki/Shimon_Peres
261	1925-04-04 00:00:00.0000000	1945-05-08 00:00:00.0000000	2020-01-14 10:18:10.8666667				21.199953781269	9442	127112		en.wikipedia.org/wiki/Schutzstaffel
161	1925-10-13 00:00:00.0000000	1989-12-08 00:00:00.0000000	2019-04-06 14:24:37.4200000				68.629001552294	4808	121450		spiegel.de/international/europe/the-iron-lady-s-views-on-german-reunification-the-germans-are-back-a-648364.html
28	1925-11-30 00:00:00.0000000	1955-10-28 00:00:00.0000000	2003-04-25 00:00:00.0000000		2018-04-02 I am amazing; how I am factor. The determination, of the rest.		38.641669614432	69			en.wikipedia.org/wiki/William_H._Gates_Sr.
225	1929-02-11 00:00:00.0000000	1967-10-15 00:00:00.0000000	2011-01-09 00:00:00.0000000				47.213958618845	24	126436		en.wikipedia.org/wiki/Lateran_Treaty
227	1929-06-07 00:00:00.0000000	1967-10-15 00:00:00.0000000	2006-10-28 00:00:00.0000000				49.559557080694	1485	126436		en.wikipedia.org/wiki/Lateran_Treaty
226	1929-06-07 00:00:00.0000000	1967-10-15 00:00:00.0000000	2011-01-09 00:00:00.0000000				47.008489647998	24	126436		en.wikipedia.org/wiki/Lateran_Treaty
